cidade_01,nome,id.x,meio,regiao_metropolitana.x,uf.x,estado01,regiao01,pais.x,fonte,name,about,category,description,general_info,likes,link,city,state,country,latitude,longitude,talking_about_count,username,website,,
SANTA MARIA,A RAZAO,id2447,Online,n/d,RS,Rio Grande do Sul,S,Brasil,Secom/PR,A Razão,Eu quero que todo mundo seja feliz de verdade.. Começando por mim <U+2764>,Personal Blog,"Postamos Fotos Frases <U+2714>
Aceitamos Ajudas <U+2714>
Precisamos de Like <U+2714>
 Trocamos Divulgação <U+2714>
-Sempre Que Posso eu Posto <U+2714>
 Assino com #Dona <U+2714> 
e Outra adc como #ACD *-* <U+2714>
","Nossa Pagina vem com o intuito de Ajudar a passar o tempo das pessoas no Facebook, Por isso toda ajuda e divulgação eh bem vinda ... a pagina A Razão tem 2 adc que tentam fazer a pagina crescer.. A pagina entrou Agora e quero que ela teja um ótimo retorno <U+2764><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",10848,https://www.facebook.com/PensamentosArazao/,NA,NA,NA,NA,NA,5,PensamentosArazao,https://www.facebook.com/A-Raz%C3%A3o-328047817393123/info/?tab=page_info&section=website&view,,
CRICIÚMA,A REALIDADE,id2973,Jornal,n/d,SC,Santa Catarina,S,Brasil,Secom/PR,A Realidade,Tudo relacionado à ocorrências de fatos Reais!!,Public Figure,NA,NA,147300,https://www.facebook.com/A-Realidade-1442873089269464/,NA,NA,NA,NA,NA,118,NA,NA,,
GOIÂNIA,A REDAÇAO,id545,Online,n/d,GO,Goiás,CO,Brasil,Secom/PR,a redação,"A Redação é o primeiro jornal em Goiás pensado especialmente para mídias digitais. Buscamos oferecer jornalismo e serviços de qualidade de forma gratuita nas plataformas digitais, com ética e responsabilidade.",News & Media Website,"A Redação é o primeiro jornal em Goiás pensado especialmente para mídias digitais. O talento e a credibilidade de nossos jornalistas são nosso maior patrimônio. Buscamos oferecer jornalismo e serviços de qualidade de forma gratuita nas plataformas digitiais, com ética e responsabildade.

Nossa independência editorial reflete nosso compromisso com o interesse do cidadão. O Jornal A Redação faz jornalismo crítico, sempre reservando espaço para o contraditório e livre de interferências políticas. Aqui o jornalismo é prioridade permanente.

A Redação, 100% Jornal. 100% Digital.",NA,17577,https://www.facebook.com/jornalaredacao/,Goiânia,GO,Brazil,NA,NA,646,jornalaredacao,www.aredacao.com.br http://twitter.com/aredacao,,
SARANDI,A REGIAO,id2718,Jornal,n/d,RS,Rio Grande do Sul,S,Brasil,Secom/PR,Conselho Regional de Fonoaudiologia - 1a Região,Órgão de fiscalização do exercício profissional do fonoaudiólogo no estado do Rio de Janeiro,Speech Pathologist,"Os Conselhos de Fonoaudiologia tem como principal objetivo a regulamentação, fiscalização e orientação do exercício da profissão de Fonoaudiólogo em suas respectivas jurisdições, além de outros que norteiam as finalidades de cada uma das Comissões e Grupos de trabalho existentes nos mesmos.",NA,5122,https://www.facebook.com/CREFONO1/,Rio de Janeiro,RJ,Brazil,-22.91152,-43.17618,251,CREFONO1,www.crefono1.gov.br,,
ITABUNA,A REGIÃO,id4870,Jornal,n/d,BA,Bahia,NE,Brasil,Atlas da NotÃ­cia,A Região,A Região é um site especializado em trazer as notícias dos mais variados assuntos de Jaraguá do Sul e de todo o Vale do Itapocu.,News & Media Website,NA,NA,3005,https://www.facebook.com/aregiaosc/,NA,NA,NA,NA,NA,2,aregiaosc,http://aregiaosc.com.br,,
OSASCO,A RUA,id4352,Jornal,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,A RUA Declama,"Manisfeste pelo certo
Revolte-se por seus direitos
DÖ MC",Artist,NA,NA,8586,https://www.facebook.com/ARUADeclama/,NA,NA,NA,NA,NA,277,ARUADeclama,http://youtube.com/ARUADECLAMA,,
ALVORADA,A SEMANA,id2463,Jornal,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,Secom/PR,A Semana Curitibanos,"Jornal A Semana, há 30 anos registrando a história de Curitibanos e região.
www.asemanacuritibanos.com.br 
asemanactb@gmail.com /(49) 3245.1711",Media/News Company,"Com circulação efetiva numa área composta por quase 65 mil habitantes, sediado em Curitibanos, na região serrana de Santa Catarina, o Jornal A Semana é um jornal semanário regional. Fundado em dezembro de 1982, atua nas 5 cidades integrantes da Associação dos Municípios da Região do Contestado (Amurc): Curitibanos, Frei Rogério, Ponte Alta do Norte, Santa Cecília e São Cristóvão do Sul.",NA,23287,https://www.facebook.com/jornalasemanacuritibanos/,Curitibanos,SC,Brazil,-27.29399432,-50.57262182,2313,jornalasemanacuritibanos,www.asemanacuritibanos.com.br,,
PAPANDUVA,A SEMANA - PAPANDUVA,id5465,Jornal,n/d,SC,Santa Catarina,S,Brasil,Adjori-Sc,A Semana - Papanduva,Semanário Papanduvense,Media/News Company,NA,NA,5402,https://www.facebook.com/asemanapv/,NA,NA,NA,NA,NA,646,asemanapv,NA,,
ARRAIAL DO CABO,A SHAMA,id2009,Jornal,n/d,RJ,Rio de Janeiro,SE,Brasil,Secom/PR,Taha Al-shama'a Photography,NA,Photographer,NA,NA,291,https://www.facebook.com/Tahashamaaphotography/,NA,NA,NA,NA,NA,316,Tahashamaaphotography,NA,,
PINHALZINHO,A SUA VOZ,id5467,Jornal,n/d,SC,Santa Catarina,S,Brasil,Adjori-Sc,Jornal A Sua Voz,Jornal A Sua Voz - Pinhalzinho SC - Circulação semanal.,Newspaper," Com o intuito de bem informar a população regional nasceu em Pinhalzinho, em 7 de dezembro de 2005 o Jornal Voz Regional. O trabalho, a dedicação e a honestidade credenciaram o Jornal em Pinhalzinho e região. No ano de 2009 o Jornal Voz Regional passou a se chamar A Sua Voz, mudança que integrou e aproximou ainda mais os leitores.

A credibilidade conquistada em uma história grandiosa é foco do nosso trabalho. Cada edição impressa é pensada com muito carinho, busca-se diversificação na informação para atender ao mais variado público. Nossa editoria integra informação sobre esportes, economia, política, saúde, agricultura, educação, segurança, variedades, cultura, opinião e muito mais. Trabalhamos na construção de reportagens especiais e cadernos produzidos em diversas temáticas.

O compromisso com o leitor é o que nos faz inovar sempre. Com a nossa missão de produzir informação com credibilidade, qualidade, agilidade e de interesse dos leitores, integrando a comunidade regional, é que apresentamos mais uma ferramenta de comunicação, nosso Portal de Notícias.

Aqui você encontrará as últimas e as melhores notícias. Abrimos um amplo espaço de interação com o leitor e nosso objetivo é bem informar. Boa leitura! ",NA,7364,https://www.facebook.com/JornalASuaVoz/,Pinhalzinho,SC,Brazil,-26.85172128,-52.98585172,844,JornalASuaVoz,http://www.jornalasuavoz.com.br,,
LARANJAL PAULISTA,A TARDE,id4281,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,A Tarde Online,Página de notícias do A TARDE. Acesse www.atarde.com.br. Siga o A TARDE também no twitter: www.twitter.com/atarde,News & Media Website,NA,NA,202936,https://www.facebook.com/atarde.online/,Salvador,BA,Brazil,NA,NA,6520,atarde.online,http://www.atarde.com.br,,
SALVADOR,A TARDE FM,id84,Online,RM Salvador,BA,Bahia,NE,Brasil,Secom/PR,Rádio A TARDE FM,"Sintonize em 103,9 para ouvir música e informação de qualidade. Acesse: atardefm.com.br. 
Siga também no twitter.com/atardefm e instagram @atardefm",Brand,"Com informações jornalísticas e uma programação musical variada nos estilos jazz, MPB, pop e R&B, a Rádio A TARDE FM está entre as primeiras posições no IBOPE no segmento A/B. É líder no quesito tempo médio de audiência, possui uma equipe de profissionais diferenciados e comprometidos com a excelência em tudo que faz.

#ATARDEFM #QuemOuveGosta!",NA,14108,https://www.facebook.com/atardefm/,Salvador,BA,Brazil,-12.9806,-38.45734,182,atardefm,http://www.atardefm.com.br,,
SALVADOR,A TARDE ON LINE,id96,Online,RM Salvador,BA,Bahia,NE,Brasil,Secom/PR,A Tarde Online,Página de notícias do A TARDE. Acesse www.atarde.com.br. Siga o A TARDE também no twitter: www.twitter.com/atarde,News & Media Website,NA,NA,202954,https://www.facebook.com/atarde.online/,Salvador,BA,Brazil,NA,NA,6513,atarde.online,http://www.atarde.com.br,,
VITÓRIA,A TRIBUNA,id426,Online,n/d,ES,Espírito Santo,SE,Brasil,Secom/PR,Jornal A Tribuna,"Jornal A Tribuna - O melhor e maior jornal do Espírito Santo 

Assine: www.atribunaes.com.br",Broadcasting & Media Production Company,,NA,55343,https://www.facebook.com/jornalatribuna/,Vitória,ES,Brazil,NA,NA,4211,jornalatribuna,http://www.tribunaonline.com.br/,,
NITERÓI,A TRIBUNA,id2104,Jornal,RM Rio de Janeiro,RJ,Rio de Janeiro,SE,Brasil,Secom/PR,Jornal A Tribuna,"Fazemos Jornalismo para você, leitor. Circulamos em: Itaboraí, Niterói, Maricá, Macaé, Rio Bonito, Rio de Janeiro, Rio das Ostras e São Gonçalo.",Newspaper,NA,NA,9730,https://www.facebook.com/atribunarj/,Niterói,RJ,Brazil,-22.8866423,-43.1181157,235,atribunarj,http://www.atribunarj.com.br,,
SANTOS,A TRIBUNA,id3963,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,A Tribuna Jornal,"É o maior jornal em circulação na região e abrange toda a região da Baixada Santista e Vale do Ribeira. 
Críticas e sugestões pelo WhatsApp (13) 99761-9261.
www.atribuna.com.br",News & Media Website,"VISÃO - Consolidar-se como agente transformador, sendo o mais relevante grupo de comunicação regional e referência nacional.

VALORES - Agilidade | Credibilidade | Empreendedorismo | Espírito de equipe | Meritocracia | Respeito",NA,635184,https://www.facebook.com/atribunajornal/,Santos,SP,Brazil,-23.93487935,-46.32701478,48553,atribunajornal,www.atribuna.com.br,,
RIO DAS PEDRAS,A TRIBUNA DE RIO DAS PEDRAS,id4451,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,A Voz de Rio das Pedras,Editor-Chefe: Aziz Ahmed -  CURTA NOSSA PÁGINA! http://www.avozderiodaspedras.com.br/,Newspaper,"Agora Rio das Pedras tem VOZ! Participem!!! Se você quer participar do jornal sugerindo pautas que visem a melhoria da nossa comunidade ou mesmo trabalhar com a gente como colaborador, faça contato pelo face ou pelo e-mail contato@avozderiodaspedras.com.br
Somos a sua voz.",NA,12419,https://www.facebook.com/A-Voz-de-Rio-das-Pedras-465363200200592/,Rio de Janeiro,RJ,Brazil,-22.97293441,-43.33256721,163,NA,http://issuu.com/avozderiodaspedras,,
NATAL,a tribuna DO NORTE,id4884,Online,n/d,RN,Rio Grande do Norte,NE,Brasil,Atlas da NotÃ­cia,Tribuna do Norte,"A Tribuna do Norte (http://tribunadonorte.com.br) trabalha para oferecer o melhor conteúdo jornalístico, com diversidade e credibilidade. Esta página é um espaço para trocarmos ideias e informações. Observe as normas de interação da página.",Newspaper,"Serão excluídos:

- Comentários contendo ofensas, agressões ou que levantem suspeitas sobre conduta moral e/ou profissional de pessoas ou agentes públicos;
- Agressões entre os leitores;
- Palavrões;
- Propagandas ou promoções comerciais/institucionais;
- Links estranhos ao portal da Tribuna do Norte.

Tribuna do Norte
Diretor de Redação - Carlos Peixoto



Quem escreve por aqui:
Cledivânia Pereira, editora Executiva da Tribuna do Norte
Júlio Pinheiro, editor do portal Tribuna do Norte
Maria Emília Tavares, subeditora do portal Tribuna do Norte
",NA,322346,https://www.facebook.com/tribunarn/,Natal,RN,Brazil,-5.777572928,-35.20449819,10368,tribunarn,www.tribunadonorte.com.br,,
UMUARAMA,A TRIBUNA DO POVO,id1628,Online,n/d,PR,Paraná,S,Brasil,Secom/PR,A Tribuna do Povo,O Periódico quinzenal que além da versão impressa tem o portal atualizado diariamente. Noticias atualizadas do estado da Paraíba do Brasil e do Mundo em todas as áreas.  ,Website,NA,NA,143,https://www.facebook.com/atribunadopovopb/,Campina Grande-PB,NA,NA,NA,NA,0,atribunadopovopb,http://www.atribunadopovo.com.br,,
UMUARAMA,A TRIBUNA HOJE,id5692,Jornal,n/d,PR,Paraná,S,Brasil,Central de DiÃ¡rios,A Tribuna Hoje,Noticias sobre três lagoas e região,Community,NA,NA,22,https://www.facebook.com/atribunahoje/,NA,NA,NA,NA,NA,0,atribunahoje,http://www.atribunahoje.com.br,,
RONDONÓPOLIS,A TRIBUNA MATO GROSSO,id1310,Online,n/d,MT,Mato Grosso,CO,Brasil,Secom/PR,A Tribuna MT,"Há 45 anos informando à população as últimas notícias de Rondonópolis, Mato Grosso, Brasil e mundo!

Acesse nosso site: atribunamt.com.br",Media/News Company,"Há 45 anos informando à população as últimas notícias de Rondonópolis, Mato Grosso, Brasil e mundo!

Jornal A Tribuna, informação ao seu alcance sempre.

Acesse nosso site: www.atribunamt.com.br 
",NA,7512,https://www.facebook.com/atribunamt/,Rondonópolis,MT,Brazil,NA,NA,599,atribunamt,http:atribunamt.com.br,,
SANTO ÂNGELO,A TRIBUNA ONLINE,id2681,Jornal,n/d,RS,Rio Grande do Sul,S,Brasil,Secom/PR,A Tribuna Online,"A Tribuna é o jornal diário de Santo Ângelo. Fundado em 1967, o diário circula na região noroeste do Rio Grande do Sul.
Acesse: www.atribunaonline.com",Media/News Company,,NA,13091,https://www.facebook.com/atribunaonline/,Santo Ângelo,RS,Brazil,-28.3016033,-54.2611252,128,atribunaonline,http://www.atribunaonline.com,,
PIRACICABA,A TRIBUNA PIRACICABANA,id3320,Online,n/d,SP,São Paulo,SE,Brasil,Secom/PR,A Tribuna Piracicabana,Exclusivo é o que você pensa.,Broadcasting & Media Production Company,NA,NA,4529,https://www.facebook.com/ATribunaPiracicabana/,Piracicaba,SP,Brazil,-22.7207858,-47.6503792,12,ATribunaPiracicabana,http://www.tribunatp.com.br,,
CRAVINHOS,A TRIBUNA REGIONAL,id4118,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,A Tribuna Regional,"A Tribuna Regional tem como objetivo, desde a sua fundação, em 1976, divulgar, promover, incentivar, discutir e registrar a história da Lapa e região.",Newspaper,"Era uma vez...

Naqueles tempos... ainda se pescava no rio Passo das Neves, existia ainda o tanque do Plautz onde a gurizada ia nadar e pescar e a Avenida da Estação quando chovia era um barro só, e a Lotação dos Irmãos Teider enveredava pela estrada que passava pelas terras dos Glück e saía perto do atual armazém do ex-vereador João Deda, na Antena.
Naqueles tempos... ainda não existia a Vila Santa Zélia, a Vila do Príncipe estava começando, o terminal da Empresa Lapeana era no Bar do Baiano ao lado do Hospital Hipólito, as Festas de Santo Antonio eram em torna da Igreja Matriz e o sr. Alfredo Azambuja era quem buscava as prendas para o Santo no interior do município.
Naqueles tempos... o povo estava empregado nas Esquadrias Gaio S/A, na Imalasa S/A, Laminadora Hoffmann Ltda. Na Fábrica de Móveis Notto, e outras mais que viveram por um curto período.
Naqueles tempos... vimos a DaGranja iniciar suas atividades com não mais de 50 empregados e a Cooperativa Mista Bom Jesus se firmando em nosso meio rural e o Sindicato Rural da Lapa, tendo à frente o Sr. Alexandre W. Silveira, adquirindo sua sede própria no centro comercial da cidade.
Naqueles tempos... recebemos o vital apoio de nosso amigo escritor e poeta Hildemar Cardoso Moreira para que este jornal circulasse em Contenda, e lá em Antonio Olinto, o apoio do ex-prefeito Ovande Bernardin, um grande amigo que sempre esteve ao nosso lado nos defendendo no início do nosso jornal. Aqui na Lapa, desde o início tivemos o apoio de nosso amigo Fénelon W. Moreira (in memorian), Emídio Cardoso Pereira, Joel Bastos Ribeiro e José Renato Lipski.
Passaram-se trinta anos... nosso trabalho registrou mudanças... mudanças para melhor em nosso município e nos demais municípios de nossa região.
Nesse espaço vi meus filhos e as outras crianças crescerem, alguns ficando aqui e outros indo embora em busca de dias melhores em uma comunidade mais receptiva aos seus anseios. Os que ficaram juntaram-se a outros que vieram para cá, tentando fazer uma nova história de um tempo diferente do que eu encontrei aqui.
Nesses trinta anos briguei muito por essa terra... não só nas páginas deste jornal, mas ao lado da comunidade, e quebrei a afirmação do ""não dá para fazer"" que sempre ouvia em lideranças locais, pois quem tem vontade e acredita no que faz, não pode ser vencido.
E vou continuar brigando não mais só pela Lapa, mas também por Antonio Olinto, Contenda e Campo do Tenente, municípios que acreditaram em meu trabalho e onde tenho grandes amigos, desde os prefeitos até o mais simples cidadão que muitas vezes passa desapercebido no cotidiano.
Se fiz ou tenho inimigos? Ah! Sim! Tenho. Magoei muita gente nesses trinta anos, pessoas que queriam e querem ser como eu, e não conseguem porque o povo não acredita neles.
Bate Papo Informal, de Aramis Gorniski, na edição comemorativa dos 30 anos do Jornal A Tribuna Regional (Edição n.º 1394, de 05 a 11 de junho de 2006)",NA,4091,https://www.facebook.com/JornalATribunaRegional/,Lapa,PR,Brazil,-25.7726673,-49.7120458,98,JornalATribunaRegional,http://www.tribunaregionaldalapa.com.br,,
JOÃO PESSOA,A UNIÃO,id1455,Jornal,n/d,PB,Paraíba,NE,Brasil,Secom/PR,A União das Repúblicas,NA,Performance & Event Venue,NA,NA,22499,https://www.facebook.com/auniaodasrepublicas/,Maringá,PR,Brazil,-23.4460297,-51.9193115,31,auniaodasrepublicas,http://www.auniaodasrepublicas.com.br,,
CARUARU,A VANGUARDA,id1476,Jornal,n/d,PE,Pernambuco,NE,Brasil,Secom/PR,Moda à Vanguarda,"Para quem curte novas tendências de moda, a Moda à Vanguarda possui artigos inspirados no estilo hype e jovem. Confira nossas promoções :)",Clothing (Brand),NA,NA,3098,https://www.facebook.com/modaavanguarda/,NA,NA,NA,NA,NA,67,modaavanguarda,http://ofertas.parceirosleaderanca.com.br/moda-a-vanguarda/,,
PORTO ALEGRE,A VAREJO,id2432,Online,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,Secom/PR,SOS Cabelos- Vendas de cabelos a varejo.,"Temos cabelos de Origem Indiana e vietnamita. Humanos naturais, sem mistura com sintéticos. ",Shopping & Retail,"Tenho cabelos virgem natural, de todos os tamanho, lisos e ondulados, origem da India e Vietnam. Envio para todo Brasil. envio sua encomenda por sedex, e com numero de rastreamento para que o comprador acompanhe o intinerario.",NA,5190,https://www.facebook.com/soscabeloshumanos/,Rio de Janeiro,RJ,Brazil,-22.84119,-43.27989,3,soscabeloshumanos,NA,,
GOIÂNIA,A VERDADE,id621,Jornal,n/d,GO,Goiás,CO,Brasil,Secom/PR,A verdade de Lula,Página criada com o propósito de repor a verdade a respeito de Lula e promover um ambiente de debate sobre as medidas tomadas na defesa de seus direitos.,Courthouse,"Esta página foi criada com o propósito de repor a verdade a respeito de Lula e promover um ambiente de debate sobre as medidas tomadas na defesa de seus direitos.

Além do desrespeito à figura do cidadão, do político defensor dos trabalhadores e de um ex presidente do Brasil, as recorrentes acusações, as violações às garantias fundamentais, e a exposição a que  a imagem de Lula vem sendo submetida comprometem o melhor juízo acerca da verdade. 

Neste ambiente o cidadão interessado terá a oportunidade de conhecer a verdade de Lula e a realidade dos fatos, com a acesso às informações mais recentes e espaço para debate das medidas que visam assegurar seus direitos e garantias.

É um espaço criado ao conhecimento da verdade, à transparência, e à democracia.

_____________________________________________________

Lula´s Truth

This webpage has been created with the sole purpose of restoring the truth about Lula and promoting a space for debate on the measures taken to defend his rights.

In addition to the clear disrespect for the figure of a Brazilian citizen, of the politician who fights for workers, and of the former president of Brazil, the recurring frivolous accusations made against him, the violations against his fundamental guarantees, as well as the over-exposure to which Lula’s image is being subjected jeopardize the best judgment on the truth. 

Here, any interested citizen will have the opportunity to get to know the truth about Lula and the reality of the facts, with access to the most recent pieces of information and space for debating the measures aiming at ensuring his human rights and basic constitutional guarantees.

It is a space dedicated to knowing the truth, to transparency, and to democracy.
",NA,83050,https://www.facebook.com/Lulastruth/,NA,NA,NA,-25.79989118,-54.140625,1414,Lulastruth,http://www.averdadedelula.com.br/,,
