meio,cidade,uf,veiculos_mapeados,T_ANALF15M,T_SUPER25M,ESPVIDA,MORT1,T_ENV,PIND,PMPOB,GINI,R1040,R2040,RDPC,POP,PESO65,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,IDHM
Jornal,VENÂNCIO AIRES,RS,2,4.65,6.76,74.09,13.77,9.68,1.05,4.27,0.45,9.85,6.89,779.48,65458.0,6384.0,0.464,0.6,0.818,0.736,0.712
Jornal,VERA CRUZ,RS,2,4.7,5.82,75.52,12.1,9.41,0.92,5.84,0.47,10.91,7.52,790.95,23914.0,2257.0,0.472,0.643,0.842,0.738,0.737
Jornal,VERANÓPOLIS,RS,2,2.8,11.63,75.29,12.4,10.65,,1.96,0.47,11.15,7.63,1141.67,22683.0,2429.0,0.556,0.692,0.838,0.797,0.773
Jornal,APARECIDA DO TABOADO,MS,2,9.96,9.69,73.23,21.0,7.95,2.95,6.02,0.46,10.48,7.42,692.79,22216.0,1775.0,0.447,0.588,0.804,0.717,0.697
Jornal,AQUIDAUANA,MS,2,8.53,10.05,75.39,17.1,8.13,6.86,17.36,0.56,17.73,12.01,585.62,45168.0,3708.0,0.469,0.562,0.84,0.69,0.688
Jornal,BATAGUASSU,MS,2,10.27,7.22,75.8,16.4,5.7,2.13,8.09,0.47,11.19,7.61,614.34,19684.0,1131.0,0.467,0.606,0.847,0.698,0.71
Jornal,CHAPADÃO DO SUL,MS,2,4.61,13.53,76.02,16.0,2.92,0.93,3.17,0.47,10.63,7.48,896.92,19419.0,574.0,0.579,0.665,0.85,0.758,0.754
Jornal,COSTA RICA,MS,2,9.28,7.38,73.64,20.2,6.13,1.58,5.45,0.47,10.52,7.25,693.05,19530.0,1207.0,0.481,0.606,0.811,0.717,0.706
Jornal,LADÁRIO,MS,2,6.69,7.57,74.34,19.0,5.38,5.2,17.13,0.52,14.77,10.55,575.16,19586.0,1055.0,0.574,0.618,0.822,0.687,0.704
Jornal,MIRANDA,MS,2,12.52,5.07,71.91,23.7,6.15,9.41,25.34,0.54,17.09,11.51,424.44,25270.0,1575.0,0.39,0.507,0.782,0.638,0.632
Jornal,MUNDO NOVO,MS,2,11.81,9.89,73.48,20.6,8.75,3.69,10.2,0.5,12.89,9.09,652.56,16947.0,1491.0,0.433,0.565,0.808,0.707,0.686
Jornal,NAVIRAÍ,MS,2,10.12,9.67,73.15,21.2,5.65,2.29,6.88,0.47,10.89,7.65,683.86,45939.0,2621.0,0.473,0.597,0.803,0.715,0.7
Jornal,PARANAÍBA,MS,2,10.82,11.11,74.38,18.9,8.68,1.36,5.67,0.49,12.7,8.55,738.58,39864.0,3487.0,0.464,0.627,0.823,0.727,0.721
Jornal,PONTA PORÃ,MS,2,9.2,9.59,73.73,20.1,5.92,5.94,16.69,0.6,21.78,13.99,653.36,77416.0,4609.0,0.486,0.598,0.812,0.708,0.701
Jornal,RIBAS DO RIO PARDO,MS,2,10.35,7.31,74.82,18.1,3.86,3.51,9.84,0.47,11.05,7.9,552.58,20451.0,808.0,0.39,0.519,0.83,0.681,0.664
Jornal,RIO BRILHANTE,MS,2,8.11,9.02,76.67,15.0,4.82,2.74,9.26,0.53,14.41,9.76,705.6,30201.0,1478.0,0.474,0.59,0.861,0.72,0.715
Jornal,RIO VERDE DE MATO GROSSO,MS,2,11.84,6.62,76.11,15.9,7.77,3.06,8.7,0.46,10.09,7.04,570.74,18706.0,1467.0,0.373,0.521,0.852,0.686,0.673
Jornal,CHAPADA DOS GUIMARÃES,MT,2,12.63,8.61,74.99,15.4,7.4,9.09,18.62,0.53,15.96,10.88,540.98,17704.0,1319.0,0.456,0.578,0.833,0.677,0.688
Jornal,JACIARA,MT,2,10.03,10.35,74.96,15.4,6.02,3.2,8.84,0.51,13.83,9.41,742.81,25453.0,1543.0,0.511,0.655,0.833,0.728,0.735
Jornal,LUCAS DO RIO VERDE,MT,2,3.26,10.71,74.96,15.4,2.21,1.45,2.64,0.46,10.07,7.1,938.65,45306.0,1007.0,0.624,0.71,0.833,0.766,0.768
Jornal,NOVA OLÍMPIA,MT,2,12.89,7.28,73.23,18.2,3.47,3.78,9.91,0.56,17.29,10.96,639.03,17297.0,608.0,0.419,0.561,0.804,0.704,0.682
Jornal,VÁRZEA GRANDE,MT,2,5.87,8.96,75.5,13.7,4.54,2.01,7.03,0.46,10.45,7.55,668.86,251845.0,11468.0,0.604,0.661,0.842,0.711,0.734
Jornal,CERES,GO,2,7.59,11.17,75.49,12.81,8.39,0.71,4.43,0.53,14.16,9.16,865.23,20620.0,1738.0,0.585,0.733,0.842,0.753,0.775
Jornal,GOIATUBA,GO,2,9.42,9.71,74.47,10.98,8.86,1.18,3.98,0.5,12.86,8.48,785.84,32149.0,2879.0,0.487,0.627,0.825,0.737,0.725
Jornal,ITABERAÍ,GO,2,10.37,7.22,74.65,13.7,6.49,2.15,7.63,0.55,16.06,10.1,773.67,35260.0,2294.0,0.45,0.61,0.828,0.735,0.719
Jornal,ITAPACI,GO,2,12.93,5.51,75.61,12.4,6.93,2.36,8.42,0.56,16.45,10.37,705.2,18336.0,1279.0,0.461,0.626,0.844,0.72,0.725
Jornal,MINAÇU,GO,2,13.53,5.75,73.18,17.7,6.81,6.88,13.2,0.52,15.21,10.29,590.7,30927.0,2123.0,0.498,0.637,0.803,0.691,0.707
Jornal,NERÓPOLIS,GO,2,8.49,6.09,74.2,14.3,6.09,0.55,7.7,0.42,8.21,6.06,555.47,24095.0,1475.0,0.548,0.671,0.82,0.681,0.721
Jornal,NOVO GAMA,GO,2,6.8,3.23,76.06,10.8,3.13,3.99,13.41,0.46,10.38,7.66,498.44,94781.0,2973.0,0.502,0.567,0.851,0.664,0.684
Jornal,SANTO ANTÔNIO DO DESCOBERTO,GO,2,9.05,3.34,74.07,14.5,3.91,5.19,14.8,0.45,9.96,7.17,449.39,63019.0,2476.0,0.464,0.556,0.818,0.647,0.665
Jornal,SÃO SIMÃO,GO,2,11.67,7.66,74.51,13.8,8.02,1.03,4.2,0.55,15.76,9.94,883.78,16837.0,1370.0,0.47,0.599,0.825,0.756,0.72
Jornal,URUAÇU,GO,2,11.06,7.86,76.61,11.1,7.82,0.89,6.78,0.57,17.29,10.85,797.52,36540.0,2889.0,0.498,0.628,0.86,0.74,0.737
Jornal,GUAJARÁ-MIRIM,RO,1,8.06,7.06,74.39,14.8,4.82,10.38,23.47,0.54,16.96,12.16,494.69,39928.0,2006.0,0.486,0.519,0.823,0.663,0.657
Jornal,JARU,RO,1,10.66,6.94,74.51,14.6,5.62,4.32,13.78,0.49,12.32,8.71,575.14,51715.0,2923.0,0.43,0.577,0.825,0.687,0.689
Jornal,PRESIDENTE MÉDICI,RO,1,12.17,5.06,72.51,19.2,7.07,9.3,19.39,0.53,14.88,10.43,520.2,22262.0,1579.0,0.38,0.55,0.792,0.671,0.664
Jornal,CANDEIAS DO JAMARI,RO,1,10.98,3.94,74.11,15.4,3.96,7.14,15.8,0.47,10.64,7.78,463.63,19681.0,784.0,0.433,0.512,0.819,0.652,0.649
Jornal,BRAGANÇA,PA,1,15.64,4.47,70.27,26.1,5.38,20.59,41.59,0.58,21.21,14.11,311.97,112709.0,6092.0,0.399,0.486,0.755,0.589,0.6
Jornal,CANAÃ DOS CARAJÁS,PA,1,9.93,4.64,73.06,19.88,2.86,8.24,20.83,0.55,18.1,12.07,517.33,26526.0,763.0,0.501,0.569,0.801,0.67,0.673
Jornal,MONTE ALEGRE,PA,1,14.27,2.92,70.86,24.4,6.23,31.58,51.73,0.59,25.34,18.25,231.65,55260.0,3457.0,0.364,0.495,0.764,0.541,0.589
Jornal,REDENÇÃO,PA,1,11.62,5.34,73.23,18.1,4.33,4.55,15.48,0.53,14.59,9.76,529.54,73579.0,3273.0,0.457,0.561,0.804,0.674,0.672
Jornal,ARAGUAÍNA,TO,1,8.58,11.45,74.23,13.06,5.06,2.91,11.18,0.56,17.73,11.71,737.63,149300.0,7618.0,0.639,0.712,0.821,0.727,0.752
Jornal,AUGUSTINÓPOLIS,TO,1,22.29,5.82,72.56,19.6,6.07,9.01,28.83,0.52,14.51,9.87,364.32,15880.0,968.0,0.456,0.619,0.793,0.614,0.67
Jornal,MIRACEMA DO TOCANTINS,TO,1,11.01,9.33,74.17,15.8,6.32,6.51,18.53,0.54,15.5,10.56,533.46,20590.0,1308.0,0.496,0.579,0.82,0.675,0.684
Jornal,PARAÍSO DO TOCANTINS,TO,1,6.85,9.86,74.88,14.2,5.63,1.63,6.41,0.62,22.53,13.57,899.57,44257.0,2502.0,0.617,0.706,0.831,0.759,0.764
Jornal,PORTO NACIONAL,TO,1,9.22,12.49,74.56,14.9,6.25,4.03,13.79,0.54,15.98,10.65,621.1,48750.0,3070.0,0.604,0.701,0.826,0.699,0.74
Jornal,AÇAILÂNDIA,MA,1,17.69,4.68,72.07,23.2,4.57,10.12,25.17,0.56,18.01,11.44,438.56,103752.0,4756.0,0.464,0.602,0.785,0.643,0.672
Jornal,BACABAL,MA,1,21.4,4.54,70.18,28.8,6.89,12.93,29.79,0.55,17.47,11.53,375.57,99781.0,6888.0,0.454,0.591,0.753,0.619,0.651
Jornal,BALSAS,MA,1,12.92,8.26,73.44,19.5,4.22,8.5,21.22,0.58,20.36,13.26,531.6,83302.0,3525.0,0.514,0.597,0.807,0.674,0.687
Jornal,CAROLINA,MA,1,15.13,5.31,73.09,20.4,8.39,19.64,34.22,0.55,18.27,12.58,334.51,23827.0,2011.0,0.401,0.529,0.802,0.6,0.634
Jornal,JOÃO LISBOA,MA,1,22.32,3.37,72.07,23.2,7.06,10.77,27.23,0.44,9.28,6.96,303.91,20355.0,1439.0,0.435,0.573,0.785,0.585,0.641
Jornal,PEDREIRAS,MA,1,19.23,4.93,72.49,22.0,7.8,12.11,28.4,0.59,21.5,13.01,441.42,39220.0,3075.0,0.471,0.621,0.792,0.644,0.682
Jornal,PORTO FRANCO,MA,1,15.4,7.16,72.74,21.3,6.26,9.32,23.3,0.57,19.24,12.58,497.56,21396.0,1348.0,0.477,0.606,0.796,0.664,0.684
Jornal,RAPOSA,MA,1,15.27,2.65,69.11,32.3,4.14,15.47,33.44,0.48,11.36,8.21,274.0,26308.0,1090.0,0.457,0.587,0.735,0.568,0.626
Jornal,SANTA INÊS,MA,1,17.59,5.34,72.25,22.7,6.78,9.26,24.38,0.53,15.04,9.85,411.04,77056.0,5240.0,0.488,0.615,0.788,0.633,0.674
Jornal,PICOS,PI,1,17.7,10.06,73.0,24.07,6.81,6.92,17.93,0.56,17.55,11.53,563.88,72941.0,4999.0,0.499,0.621,0.8,0.684,0.698
Jornal,VALENÇA DO PIAUÍ,PI,1,26.08,6.1,71.4,23.7,10.69,13.3,28.5,0.53,15.55,10.32,380.19,20289.0,2172.0,0.417,0.566,0.773,0.62,0.647
Jornal,ACOPIARA,CE,1,32.87,2.52,68.41,31.5,10.6,29.5,45.21,0.57,24.15,15.8,266.65,51083.0,5425.0,0.302,0.517,0.724,0.563,0.595
Jornal,CHOROZINHO,CE,1,28.72,2.77,69.53,27.9,7.18,17.2,36.15,0.5,13.78,9.35,277.4,18841.0,1358.0,0.343,0.522,0.742,0.57,0.604
Jornal,CRATEÚS,CE,1,24.99,5.61,72.24,20.3,9.99,19.44,37.07,0.6,24.92,16.36,373.18,72499.0,7272.0,0.388,0.55,0.787,0.618,0.644
Jornal,IGUATU,CE,1,23.36,4.92,73.48,17.2,8.95,10.86,24.31,0.54,16.71,11.65,434.67,96263.0,8640.0,0.45,0.599,0.808,0.642,0.677
Jornal,IRAUÇUBA,CE,1,28.01,3.15,70.28,25.6,7.46,35.65,56.58,0.61,28.18,20.38,211.75,22250.0,1666.0,0.41,0.557,0.755,0.526,0.605
Jornal,ITAPIPOCA,CE,1,22.68,4.41,70.63,24.6,7.03,25.35,45.0,0.56,20.07,13.74,264.08,115450.0,8163.0,0.456,0.613,0.761,0.562,0.64
Jornal,MOMBAÇA,CE,1,34.02,2.66,69.09,29.3,9.82,27.66,45.53,0.54,20.06,13.21,243.85,42562.0,4193.0,0.288,0.489,0.735,0.549,0.582
Jornal,PARACURU,CE,1,20.15,5.37,69.73,27.3,7.46,16.65,36.59,0.55,17.09,11.62,328.2,31405.0,2360.0,0.43,0.581,0.746,0.597,0.637
Jornal,PIQUET CARNEIRO,CE,1,26.34,1.62,71.73,21.6,10.51,29.58,48.21,0.52,15.2,13.03,217.02,15429.0,1626.0,0.306,0.523,0.779,0.53,0.6
Jornal,QUIXADÁ,CE,1,22.94,4.59,71.52,22.2,8.09,17.65,36.21,0.53,16.62,11.6,317.66,80117.0,6519.0,0.463,0.624,0.775,0.592,0.659
Jornal,SANTA QUITÉRIA,CE,1,27.43,4.48,71.48,22.3,9.1,30.69,48.79,0.56,22.59,15.25,238.84,42659.0,3893.0,0.364,0.553,0.775,0.546,0.616
Jornal,SOBRAL,CE,1,17.0,8.32,74.93,13.58,6.09,8.9,25.2,0.56,17.79,12.16,448.89,186474.0,11469.0,0.543,0.675,0.832,0.647,0.714
Jornal,AÇU,RN,1,22.48,5.94,72.69,21.19,6.99,7.68,22.16,0.53,15.06,10.26,432.38,53079.0,3720.0,0.427,0.568,0.795,0.641,0.661
Jornal,CAJAZEIRAS,PB,1,19.45,8.49,73.87,17.0,9.23,9.05,21.8,0.56,18.19,12.16,511.56,58122.0,5394.0,0.442,0.574,0.815,0.668,0.679
Jornal,CAMPINA GRANDE,PB,1,11.68,12.69,73.73,17.3,7.79,5.02,16.34,0.58,19.64,12.94,630.03,382571.0,30016.0,0.574,0.654,0.812,0.702,0.72
Jornal,PRINCESA ISABEL,PB,1,25.33,4.29,68.19,33.2,8.78,13.22,25.97,0.47,10.99,8.04,334.74,21201.0,1868.0,0.333,0.514,0.72,0.6,0.606
Jornal,ARCOVERDE,PE,1,17.57,9.33,72.95,18.9,8.2,13.31,28.8,0.58,21.35,14.34,469.53,68019.0,5638.0,0.475,0.567,0.799,0.654,0.667
Jornal,BELO JARDIM,PE,1,24.82,6.6,71.95,21.4,8.77,12.11,27.81,0.51,14.06,9.37,372.93,72258.0,6353.0,0.37,0.514,0.783,0.617,0.629
Jornal,PETROLINA,PE,1,12.04,9.46,72.95,18.67,4.64,6.99,19.61,0.62,23.62,14.69,605.06,291908.0,13645.0,0.536,0.611,0.799,0.695,0.697
Jornal,SALGUEIRO,PE,1,16.25,7.69,72.92,18.9,7.0,13.7,30.1,0.59,22.38,15.06,441.79,55966.0,3963.0,0.454,0.58,0.799,0.645,0.669
Jornal,SERRA TALHADA,PE,1,21.03,5.32,72.97,18.8,7.94,14.68,30.39,0.56,19.42,13.81,407.34,79008.0,6289.0,0.435,0.571,0.8,0.632,0.661
Jornal,VITÓRIA DE SANTO ANTÃO,PE,1,21.77,4.75,71.07,23.8,7.43,10.51,25.19,0.54,15.77,10.28,401.16,129301.0,9655.0,0.401,0.543,0.768,0.629,0.64
Jornal,ARAPIRACA,AL,1,22.45,6.2,71.82,22.0,6.19,11.15,26.65,0.55,17.14,11.73,423.28,212874.0,13256.0,0.42,0.549,0.78,0.638,0.649
Jornal,PALMEIRA DOS ÍNDIOS,AL,1,24.41,6.59,72.61,21.8,8.51,15.3,30.72,0.56,19.44,12.65,391.37,70002.0,5990.0,0.379,0.523,0.794,0.625,0.638
Jornal,ARACI,BA,1,34.37,2.05,69.79,28.0,7.35,31.46,52.7,0.57,20.74,15.07,221.98,51507.0,3797.0,0.25,0.381,0.747,0.534,0.534
Jornal,BAIXA GRANDE,BA,1,25.56,2.2,71.49,23.1,9.37,24.43,45.3,0.53,15.15,12.11,243.98,19995.0,1880.0,0.28,0.471,0.775,0.549,0.585
Jornal,BRUMADO,BA,1,16.28,4.2,73.41,18.1,8.45,9.57,25.36,0.52,14.15,10.05,403.22,64383.0,5462.0,0.447,0.554,0.807,0.63,0.656
Jornal,CAMACAN,BA,1,22.82,2.4,71.07,24.2,7.6,16.75,38.74,0.6,23.03,14.98,351.84,31369.0,2391.0,0.328,0.419,0.768,0.608,0.581
Jornal,CAMAÇARI,BA,1,7.78,5.24,72.9,17.37,3.64,6.01,16.39,0.53,15.4,10.45,553.18,242015.0,8847.0,0.578,0.616,0.798,0.681,0.694
Jornal,CANAVIEIRAS,BA,1,19.62,3.58,72.74,19.8,8.54,12.62,30.85,0.51,13.55,9.46,325.61,32156.0,2763.0,0.326,0.434,0.796,0.596,0.59
Jornal,CONDEÚBA,BA,1,27.24,2.53,72.32,20.8,11.32,21.84,40.3,0.49,13.4,10.07,260.07,16888.0,1913.0,0.263,0.447,0.789,0.559,0.582
Jornal,CRUZ DAS ALMAS,BA,1,11.79,8.21,72.74,19.8,7.24,9.29,24.93,0.55,18.14,12.09,481.8,58318.0,4241.0,0.582,0.65,0.796,0.659,0.699
Jornal,EUNÁPOLIS,BA,1,14.8,6.62,72.46,20.5,5.72,5.21,17.93,0.57,18.97,12.27,575.44,99686.0,5731.0,0.499,0.572,0.791,0.687,0.677
Jornal,ITABERABA,BA,1,17.96,4.65,71.12,24.1,8.27,13.34,29.19,0.58,20.44,12.71,422.79,61400.0,5096.0,0.405,0.485,0.769,0.638,0.62
Jornal,ITANHÉM,BA,1,24.82,3.97,72.41,20.6,11.23,10.91,27.57,0.54,15.84,10.38,388.04,20197.0,2271.0,0.363,0.525,0.79,0.624,0.637
Jornal,JACOBINA,BA,1,17.56,5.11,71.29,23.6,8.02,12.95,28.66,0.55,17.61,12.0,417.88,78990.0,6354.0,0.444,0.558,0.772,0.636,0.649
Jornal,LAURO DE FREITAS,BA,1,4.93,15.28,74.61,15.13,4.41,3.48,11.45,0.63,27.38,18.15,1031.78,161401.0,7207.0,0.667,0.663,0.827,0.781,0.754
Jornal,MORRO DO CHAPÉU,BA,1,22.0,2.66,70.98,24.5,7.63,20.15,43.04,0.51,14.45,10.1,250.88,35091.0,2682.0,0.315,0.478,0.766,0.554,0.588
Jornal,MUCURI,BA,1,18.26,6.8,73.05,19.0,5.0,8.52,22.95,0.57,19.77,13.25,546.41,35739.0,1801.0,0.468,0.541,0.801,0.679,0.665
Jornal,PAULO AFONSO,BA,1,16.69,7.12,72.34,20.8,7.13,10.26,22.69,0.58,20.51,13.64,544.73,107558.0,7725.0,0.486,0.572,0.789,0.678,0.674
Jornal,RIACHÃO DO JACUÍPE,BA,1,17.98,2.13,70.29,26.5,9.62,12.44,28.11,0.47,10.76,7.9,311.47,33115.0,3191.0,0.392,0.559,0.755,0.588,0.628
Jornal,SANTO ANTÔNIO DE JESUS,BA,1,12.35,5.55,73.92,16.9,6.25,6.47,17.91,0.54,16.27,10.63,540.38,90326.0,5688.0,0.527,0.622,0.815,0.677,0.7
Jornal,TAPIRAMUTÁ,BA,1,23.61,3.46,70.14,27.0,5.49,18.05,44.55,0.61,21.07,14.05,312.39,16375.0,907.0,0.302,0.473,0.752,0.589,0.594
Jornal,UBAITABA,BA,1,21.32,3.51,71.04,24.3,8.11,13.75,35.38,0.56,18.02,12.4,349.68,20465.0,1679.0,0.36,0.49,0.767,0.607,0.611
Jornal,UBATÃ,BA,1,26.77,2.75,72.29,20.9,8.2,14.63,40.02,0.53,15.25,10.77,306.52,24850.0,2050.0,0.357,0.452,0.788,0.586,0.593
Jornal,ABRE CAMPO,MG,1,12.27,6.81,74.36,16.3,9.92,8.17,23.33,0.52,14.42,9.89,444.32,13114.0,1320.0,0.317,0.525,0.823,0.646,0.654
Jornal,ALFENAS,MG,1,5.77,14.22,75.45,14.6,8.33,0.48,5.53,0.51,12.99,8.78,783.41,73347.0,6143.0,0.568,0.712,0.841,0.737,0.761
Jornal,CAMPANHA,MG,1,7.95,10.0,75.93,13.9,9.23,0.87,6.55,0.5,12.51,8.63,686.16,15304.0,1424.0,0.44,0.587,0.849,0.715,0.709
Jornal,CONGONHAS,MG,1,4.5,9.81,77.59,11.6,6.39,1.28,6.67,0.5,13.05,8.71,760.35,48442.0,3099.0,0.571,0.665,0.877,0.732,0.753
Jornal,COROMANDEL,MG,1,8.06,5.66,76.57,13.0,8.68,0.93,3.75,0.51,12.64,8.36,753.35,27290.0,2392.0,0.411,0.565,0.86,0.73,0.708
Jornal,CURVELO,MG,1,7.83,7.37,76.05,13.8,8.72,2.07,12.1,0.52,14.0,9.19,581.65,73637.0,6473.0,0.48,0.617,0.851,0.689,0.713
Jornal,ESPERA FELIZ,MG,1,13.92,6.23,75.77,14.2,7.86,7.24,17.27,0.5,13.58,9.37,496.04,22714.0,1797.0,0.347,0.52,0.846,0.663,0.663
Jornal,JACUTINGA,MG,1,7.12,8.56,76.82,12.7,8.21,1.66,5.12,0.42,8.61,6.03,717.25,22610.0,1869.0,0.465,0.586,0.864,0.722,0.715
Jornal,JUATUBA,MG,1,8.54,6.18,75.94,13.9,6.08,2.93,12.24,0.47,10.46,7.54,517.18,21994.0,1349.0,0.515,0.649,0.849,0.67,0.717
Jornal,LAGOA SANTA,MG,1,4.7,14.42,76.43,13.2,7.07,0.91,4.37,0.58,19.41,12.64,1089.96,52326.0,3711.0,0.625,0.693,0.857,0.79,0.777
Jornal,LIMA DUARTE,MG,1,11.01,6.87,76.68,12.9,10.58,2.11,14.08,0.59,19.88,12.21,645.22,15936.0,1709.0,0.4,0.59,0.861,0.705,0.71
Jornal,MACHADO,MG,1,8.07,10.67,75.9,14.0,7.65,1.29,7.62,0.51,13.36,8.94,701.58,38494.0,2959.0,0.449,0.6,0.848,0.719,0.715
Jornal,MATEUS LEME,MG,1,7.83,7.15,75.36,14.8,7.55,5.03,12.99,0.49,12.31,8.81,579.23,27814.0,2104.0,0.479,0.604,0.839,0.688,0.704
Jornal,MATOZINHOS,MG,1,5.7,5.59,76.82,12.7,6.54,1.84,6.75,0.43,8.98,6.36,584.15,33851.0,2221.0,0.545,0.654,0.864,0.69,0.731
Jornal,MONTE CARMELO,MG,1,7.61,8.61,77.1,12.3,6.9,0.75,6.85,0.49,12.22,8.13,689.45,45533.0,3159.0,0.443,0.62,0.868,0.716,0.728
Jornal,MUZAMBINHO,MG,1,6.16,10.52,76.51,13.1,10.15,1.23,5.16,0.46,10.35,7.34,719.94,20324.0,2073.0,0.51,0.652,0.859,0.723,0.74
Jornal,NANUQUE,MG,1,15.52,7.0,76.02,13.8,9.91,4.48,14.89,0.5,12.78,8.74,505.55,40582.0,4048.0,0.483,0.609,0.85,0.666,0.701
Jornal,OLIVEIRA,MG,1,6.12,7.34,75.51,14.6,9.46,1.65,6.88,0.45,9.63,6.73,588.2,39286.0,3735.0,0.437,0.587,0.842,0.691,0.699
Jornal,PASSOS,MG,1,5.52,11.25,78.15,10.35,8.41,0.9,4.42,0.49,12.14,8.28,802.97,105700.0,8944.0,0.525,0.658,0.886,0.741,0.756
Jornal,PATOS DE MINAS,MG,1,5.36,12.17,76.31,14.47,7.98,0.87,4.55,0.5,12.79,8.66,843.57,138003.0,11071.0,0.576,0.698,0.855,0.749,0.765
Jornal,PIRANGA,MG,1,11.63,3.56,72.96,18.7,9.94,14.38,37.75,0.52,14.53,10.39,305.73,17161.0,1713.0,0.266,0.461,0.799,0.585,0.6
Jornal,PIRAPORA,MG,1,7.01,10.21,74.65,15.9,6.33,2.91,13.06,0.55,16.04,10.56,596.44,52808.0,3376.0,0.591,0.68,0.828,0.693,0.731
Jornal,PITANGUI,MG,1,6.14,8.55,77.22,12.1,8.12,1.67,7.07,0.47,10.79,7.59,669.0,25148.0,2056.0,0.498,0.617,0.87,0.711,0.725
Jornal,PIUMHI,MG,1,7.06,9.87,77.7,11.5,9.46,0.81,3.84,0.47,10.67,7.32,747.2,31456.0,3016.0,0.443,0.625,0.878,0.729,0.737
Jornal,PONTE NOVA,MG,1,7.06,10.74,75.9,14.0,8.86,2.73,10.47,0.51,13.63,9.24,679.67,56530.0,5082.0,0.497,0.608,0.848,0.714,0.717
Jornal,RAPOSOS,MG,1,5.01,4.94,74.9,15.5,6.41,1.57,7.46,0.52,13.46,8.46,646.62,15342.0,983.0,0.556,0.661,0.832,0.706,0.73
Jornal,RESPLENDOR,MG,1,14.76,5.26,74.99,15.4,11.48,6.1,17.92,0.52,14.15,9.88,504.18,16881.0,1961.0,0.377,0.543,0.833,0.666,0.67
Jornal,RIO POMBA,MG,1,9.03,7.53,76.77,12.7,11.29,2.36,10.38,0.47,10.95,7.64,601.31,16978.0,1932.0,0.466,0.609,0.863,0.694,0.714
Jornal,TUPACIGUARA,MG,1,9.46,8.78,76.78,12.7,11.18,1.96,6.81,0.49,12.16,8.33,665.76,23953.0,2704.0,0.453,0.605,0.863,0.711,0.719
Jornal,TURMALINA,MG,1,14.79,6.35,73.98,17.0,6.8,7.76,19.79,0.5,13.17,9.04,446.26,17975.0,1228.0,0.394,0.602,0.816,0.646,0.682
Jornal,VAZANTE,MG,1,7.37,6.86,76.96,12.5,6.83,2.49,5.39,0.44,9.25,6.68,650.88,19596.0,1348.0,0.526,0.666,0.866,0.707,0.742
Jornal,VISCONDE DO RIO BRANCO,MG,1,8.74,8.81,75.97,13.9,8.85,1.22,6.47,0.49,11.82,7.84,658.96,37864.0,3357.0,0.44,0.591,0.85,0.709,0.709
Jornal,AFONSO CLÁUDIO,ES,1,14.3,5.79,74.51,14.8,9.5,5.31,19.02,0.5,13.37,9.46,489.59,30918.0,2954.0,0.366,0.544,0.825,0.661,0.667
Jornal,ARACRUZ,ES,1,7.42,9.28,75.26,13.7,5.42,3.13,9.67,0.5,12.75,9.08,695.25,81525.0,4436.0,0.583,0.707,0.838,0.717,0.752
Jornal,BAIXO GUANDU,ES,1,13.15,6.3,73.66,16.0,9.82,4.0,12.82,0.48,11.08,7.88,516.34,28854.0,2857.0,0.463,0.637,0.811,0.67,0.702
Jornal,CONCEIÇÃO DA BARRA,ES,1,15.23,6.12,73.59,16.1,6.4,6.78,19.26,0.5,12.79,8.9,450.71,28407.0,1820.0,0.447,0.603,0.81,0.648,0.681
Jornal,DOMINGOS MARTINS,ES,1,10.98,5.19,74.98,14.1,8.09,3.09,12.83,0.48,11.8,8.24,551.74,31784.0,2575.0,0.327,0.528,0.833,0.68,0.669
Jornal,ECOPORANGA,ES,1,20.41,4.18,74.13,15.3,8.38,8.54,20.65,0.49,12.01,8.8,406.49,22587.0,1946.0,0.368,0.562,0.819,0.631,0.662
Jornal,GUAÇUÍ,ES,1,12.84,7.69,75.73,13.1,9.07,3.33,14.56,0.52,14.09,9.77,587.91,27592.0,2526.0,0.472,0.595,0.846,0.691,0.703
Jornal,IÚNA,ES,1,15.25,6.81,74.74,14.4,7.16,4.92,13.91,0.5,12.39,8.62,501.21,27207.0,1956.0,0.381,0.537,0.829,0.665,0.666
Jornal,MARATAÍZES,ES,1,9.78,7.34,75.8,13.0,8.02,5.11,15.65,0.52,13.82,9.64,538.07,34003.0,2739.0,0.469,0.588,0.847,0.676,0.696
Jornal,PANCAS,ES,1,17.56,4.07,73.89,15.6,7.79,5.29,18.93,0.5,12.62,8.72,451.21,21509.0,1678.0,0.391,0.562,0.815,0.648,0.667
Jornal,SANTA MARIA DE JETIBÁ,ES,1,10.92,4.47,75.04,14.0,6.46,4.49,11.4,0.49,12.59,8.58,603.33,34121.0,2208.0,0.321,0.521,0.834,0.695,0.671
Jornal,SOORETAMA,ES,1,14.59,4.87,73.1,16.8,4.78,5.72,17.95,0.5,13.15,9.12,457.49,23738.0,1140.0,0.399,0.556,0.802,0.65,0.662
Jornal,VARGEM ALTA,ES,1,11.3,4.5,73.81,15.8,7.44,2.96,13.74,0.45,9.69,6.94,480.01,19024.0,1424.0,0.358,0.544,0.814,0.658,0.663
Jornal,VENDA NOVA DO IMIGRANTE,ES,1,8.43,9.46,75.69,13.2,7.01,1.73,9.28,0.52,14.21,9.31,754.66,20425.0,1434.0,0.483,0.624,0.845,0.731,0.728
