nome,apenas_digital,blog_site_pag,segmento_principal,caracteristicas,modelo_negocios,proprietario,regiao,uf,cidade,codmun,endereco,link,twitter,facebook,rss,obs,colaborador,email_veiculo,organizacao,funcionarios,periodicidade,jornalismo,fechou
AQUI,Não,Não,Jornal,"Blogs, Newsletters, Noticiário em tempo real, Possui alguma edição impressa",Assinatura/paywall,,Sudeste,RJ,VOLTA REDONDA,3306305,"Avenida Oscar de Almeida Gama, 107 Volta Redonda",http://www.jornalaqui.com/,https://twitter.com/jornal_aqui,https://www.facebook.com/jornal.aqui/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,redacao@jornalaqui.com,,,Semanal,1,
AQUI AMAPÁ,Sim,Não,Online,"Opinião/colunistas, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos)",JOSÉ SAMUEL ALCOLUMBRE TOBELEM (registro no WhoIs com cpf 324.873.552-04),Norte,AP,MACAPÁ,1600303,"Endereço: AV. Maria de Nazaré Brito de Souza, 1855  Bairro: Buritizal.  CEP: 68904-277",https://aquiamapa.com.br/,,https://www.facebook.com/JornalAquiAmapa/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,1 a 5 colaboradores,Diário,1,
AQUI MARANHÃO,Não,Não,Jornal,"Opinião/colunistas, Possui alguma edição impressa","Assinatura/paywall, Publicidade (outros tipos)",Pedro Batista Freire,Nordeste,MA,SÃO LUÍS,2111300,"R. Dr.Emilio Ribas, s/n - Jardim Renascenca, São Luís - MA, 65075-000",https://aqui-ma.com.br/,twitter não encontrado,https://aqui-ma.com.br/,https://aqui-ma.com.br/,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,redacao@pacotilha.com.br,,1 a 5 colaboradores,Diário,1,
ARAGUAÍNA NOTÍCIAS,Sim,Não,Online,"Opinião/colunistas, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago)",Fernando Almeida da Costa,Norte,TO,ARAGUAÍNA,1702109,,http://araguainanoticias.com.br/,,https://www.facebook.com/araguaina.noticias/,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),araguainanoticias@gmail.com,,1 a 5 colaboradores,Diário,1,
AREDE,Sim,Não,Online,Ele não tem outros destaques além do produto principal,,,Sul,PR,PONTA GROSSA,4119905,"Rua Marques de Souza, 93 Oficinas",http://d.arede.info/,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,comercial@arede.info,,,,1,
ARIQUEMES ONLINE,Sim,Não,Online,"Opinião/colunistas, Vídeos, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.)",FCM de Oliveira ME,Norte,RO,PORTO VELHO,1100205,Rua Surubim 831,http://www.ariquemesonline.com.br/,ariquemesonline,jornalariquemesonline,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),redacao@ariquemesonline.com.br,,1 a 5 colaboradores,Diário,1,
ASSOCIAÇÃO CULTURAL RÁDIO ATIVA FM,Não,Não,Rádio,Redes sociais,Prestação de serviços,CLAUDIO DE SOUZA SANTOS,Sul,RS,ITAQUI,4310603,XX de Setembro 1848,http://ativafm.tk/,,https://www.facebook.com/profile.php?id=100017849160939&__tn__=%2CdC-R-R&eid=ARDarWU0rncs3Z2JBmqhV0ok4bUM5lDxR-yec6CzzL0bwCEzYOQuwEbbAdusCh9-kZkEWQoFxWcNYFWm&hc_ref=ARQomkbyqelo_Wjr_0FAVE5gBN9M-HY5NTHCuPDQzlwinb7e9abRTzRxvDa-a7SvXHs&fref=nf,,,Estudante,ativafm104.5@gmail.com,,1 a 5 colaboradores,Diário,1,
ASSOCIAÇÃO TV EDUCATIVA ITAPERUNA,Não tenho certeza,Não,Televisão,Podcast,,,Sudeste,RJ,CAMPOS DOS GOYTACAZES,3301009,"AV Tancredo Neves,  144 - Parque Jardim Carioca - CEP: 28.080-420",,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,EXPEDITO@YAHOO.COM.BR,,,Diário,1,
AUTO ESPORTE,Não,Não,Revista,Possui alguma edição impressa,"Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago)",Globo,Sudeste,SP,SÃO PAULO,3550308,,https://revistaautoesporte.globo.com/,,,,,Jornalista - editor / repórter / freelancer etc.,,,Mais de 120 colaboradores,Bisemanal,1,
BAHIA FM,Não,Não,Rádio,"Podcast, Noticiário em tempo real",Publicidade (outros tipos),Rede Bahia/Antonio Carlos Magalhaes,Nordeste,BA,SALVADOR,2927408,"Rua Professor Aristides Novis, 123, Federação",http://www.radiobahiafm.com.br/bahia-fm-887/,@BahiaFM88,https://pt-br.facebook.com/BahiaFM88/,http://www.radiobahiafm.com.br/bahia-fm-887/,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,Mais de 120 colaboradores,Diário,1,
BAHIA NOTÍCIAS,Sim,Não,Online,"Blogs, Opinião/colunistas, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.)",S2R Comunicação LTDA,Nordeste,BA,SALVADOR,2927408,"Rua Ewerton Visco, 324",http://www.bahianoticias.com.br,twitter.com/bahianoticias,facebook.com/bahianoticias,,,Jornalista - editor / repórter / freelancer etc.,redacao@bahianoticias.com.br,,10 a 29 colaboradores,Diário,1,
BAHIA.BA,Sim,Sim,Online,Opinião/colunistas,"Publicidade gráfica (banners, pop-ups etc.)",,Nordeste,BA,SALVADOR,2927408,"Rua Leonor Calmon, Salvador",http://bahia.ba,https://twitter.com/pontoba,https://www.facebook.com/bahiapontoba/,,,Jornalista - editor / repórter / freelancer etc.,redacao@bahia.ba,,10 a 29 colaboradores,Diário,1,
BAHIA40GRAUS,Sim,Sim,Online,"Blogs, Opinião/colunistas, Newsletters, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.)",,Nordeste,BA,EUNÁPOLIS,2910727,Rua Presidente Kennedy,http://bahia40graus.com.br/,https://twitter.com/BAHIA40GRAUS1,https://www.facebook.com/bahia40graus.com.br/,,,Jornalista - editor / repórter / freelancer etc.,jornalismo@bahia40graus.com.br,,1 a 5 colaboradores,Diário,1,
BAIXACULTURA,Não,Não,Online,"Blogs, Newsletters, Vídeos, Redes sociais","Doações diretas, Prestação de serviços, Crowdfunding, Financiamento por projeto",,Sul,RS,PORTO ALEGRE,4314902,,http://baixacultura.org,https://twitter.com/@baixacultura,https://facebook.com/baixacultura,http://baixacultura.org/feed,,Jornalista - editor / repórter / freelancer etc.,info@baixacultura.org,,1 a 5 colaboradores,Diário,1,
BAIXAKI,Sim,Sim,Online,"Vídeos, Redes sociais",,Grupo NZN,Sul,PR,CURITIBA,4106902,"Rua Pasteur, 463. Andar SL  Batel, Curitiba, PR.  80250-080",https://www.baixaki.com.br/,,,,,Estudante,pr@nzn.io,,,,0,
BAND FM,Não,Não,Rádio,"Noticiário em tempo real, Ele não tem outros destaques além do produto principal","Publicidade gráfica (banners, pop-ups etc.), Financiamento institucional (ex. Fundações, empresas, etc)",Grupo RCN de Comunicação,Centro-Oeste,MS,TRÊS LAGOAS,5008305,"Rua Euridice Chagas Cruz, 807 - Vila Nova",http://www.band93fm.com.br/,,https://www.facebook.com/Band93FM/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,comercial@gruporcn.com.br,,6 a 9 colaboradores,Diário,1,
"BAND FM 104,7",Não,Não,Rádio,Ele não tem outros destaques além do produto principal,"Publicidade (outros tipos), Conteúdo patrocinado",Grupo Feitosa,Centro-Oeste,MS,DOURADOS,5003702,"Rua Antonio Barbosa, 890 Centro",http://www.acritica.net/radios/band-fm-104-7/,https://twitter.com/104bandfm,https://www.facebook.com/bandfm,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,,Diário,1,
"BAND PARANHOS FM 88,5",Não,Não,Rádio,Noticiário em tempo real,,Grupo Feitosa,Centro-Oeste,MS,PARANHOS,5006358,Rodovia MS 299 - KM 1 - Saída para Sete Quedas,http://www.acritica.net/radios/band-fm-88-5/,,https://www.facebook.com/bandparanhos/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,,Diário,1,
BAND RORAIMA,Não,Não,Televisão,"Redes sociais, Noticiário em tempo real","Publicidade (outros tipos), Conteúdo patrocinado",ROSILENE DE BRITO PEREIRA JUCA (Consulta CNPJ 04.493.799/0001-56/Receita Federal),Norte,RR,BOA VISTA,1400100,R DONA CLO 224 	BAIRRO  APARECIDA,,https://twitter.com/bandroraima,https://www.facebook.com/bandroraima.canal8/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,jornalismo@bandroraima.com.br,,,Diário,1,
BARBACENA ONLINE,Sim,Não,Online,"Opinião/colunistas, Newsletters, Noticiário em tempo real",,,Sudeste,MG,BARBACENA,3105608,,https://barbacenaonline.com.br/,,,,,Leitor / entusiasta de jornalismo / consumidor de notícia,contato@barbacenaonline.com.br,,1 a 5 colaboradores,Diário,1,
BEM PARANÁ,Não,Não,Jornal,"Blogs, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.)","Família Barrozo 
https://www.bemparana.com.br/page/sobre-o-jornal-bem-parana",Sul,PR,CURITIBA,4106902,"R. Dr. Goulin, 2020 - Hugo Lange",https://www.bemparana.com.br/,https://twitter.com/portalbemparana,https://www.facebook.com/bemparana/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,contato@bemparana.com.br,,10 a 29 colaboradores,Diário,1,
BEMPARANÁ,Não,Não,Jornal,"Blogs, Opinião/colunistas, Noticiário em tempo real, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos)",RODRIGO BARROZO e RONEY RODRIGUES PEREIRA,Sul,PR,CURITIBA,4106902,"DR. GOULIN, 2020, JUVEVÊ",https://www.bemparana.com.br/,https://twitter.com/portalbemparana,https://www.facebook.com/bemparana,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),COMERCIAL@BEMPARANA.COM.BR,,30 a 59 colaboradores,Diário,1,
BICO 24 HORAS,Sim,Não tenho certeza,Online,"Redes sociais, Noticiário em tempo real",,Brena Alves Gomes,Norte,TO,PALMAS,1721000,,https://bico24horas.com.br/,,https://www.facebook.com/bico.horas/,,,Estudante,jornalismo@bico24horas.com.br,,,Diário,1,
BICYCLING,Não,Não,Revista,Possui alguma edição impressa,"Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos)",Editora 3,Sudeste,SP,SÃO PAULO,3550308,,,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,60 a 119 colaboradores,Bisemanal,1,
BLOG CAFÉ COM PAUTA,Sim,Sim,Online,"Blogs, Opinião/colunistas",Prestação de serviços,Jefferson Rodrigues,Nordeste,RN,NATAL,2408102,,https://cafecompauta.wix.com/blog,https://twitter.com/cafecompauta,https://facebook.com/blogcafecompauta,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),contato.cafecompauta@gmail.com,,1 a 5 colaboradores,Semanal,1,
BLOG DA ALCINÉIA,Sim,Sim,Online,"Blogs, Opinião/colunistas, Redes sociais",,Alcinéia Cavalcante,Norte,AP,MACAPÁ,1600303,,https://www.alcinea.com/,https://twitter.com/alcinea,https://www.facebook.com/alcinea.cavalcante,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,Um colaborador (operação individual/blog),Diário,1,
BLOG DE ASSIS RAMALHO,Sim,Sim,Online,"Blogs, Redes sociais","Publicidade gráfica (banners, pop-ups etc.)",Francisco de Assis Ramalho Leal - https://www.assisramalho.com.br/,Nordeste,PE,PETROLÂNDIA,2611002,"Avenida Auspício Valgueiro Barros, 482 - Quadra 09 - Petrolândia (PE)",https://www.assisramalho.com.br/,https://twitter.com/@assis_ramalho,https://www.facebook.com/BlogDeAssisRamalho/,http://feeds.feedburner.com/BlogdeAssisRamalho,,Jornalista - editor / repórter / freelancer etc.,contato@assisramalho.com.br,,Um colaborador (operação individual/blog),Diário,1,
BLOG DE PAULO CHAGAS,Sim,Sim,Online,"Blogs, Opinião/colunistas, Newsletters, Vídeos, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Prestação de serviços",Paulo Chagas Vargas,Sul,SC,LAGES,4209300,"Rua Presidente Roosevelt, 344 Bairro Copacabana - CEP 88.504-020",http://www.paulochagas.net,https://twitter.com/Pchagasvargas,https://facebook.com/paulochagas,,,Jornalista - editor / repórter / freelancer etc.,pchagas61@gmail.com,,Um colaborador (operação individual/blog),Diário,1,
BLOG DE ROCHA!,Sim,Sim,Online,"Blogs, Redes sociais",,Elton Tavares,Norte,AP,MACAPÁ,1600303,,https://www.blogderocha.com.br/,https://twitter.com/blogdrocha,https://www.facebook.com/blogderocha,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,elton_vt@yahoo.com.br,,Um colaborador (operação individual/blog),Diário,1,
BLOG DO BARATA,Sim,Sim,Online,"Blogs, Opinião/colunistas",,Augusto Barata,Norte,PA,BELÉM,1501402,,https://novoblogdobarata.blogspot.com/,,https://www.facebook.com/augustoebarata,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,augustoebarata@gmail.com,,Um colaborador (operação individual/blog),Diário,1,
BLOG DO ESMAEL,Sim,Sim,Online,Blogs,,,Sul,PR,CURITIBA,4106902,,https://www.esmaelmorais.com.br/,,,,,Estudante,esmaelmorais@hotmail.com,,,Diário,1,
BLOG DO HIEL LEVY,Sim,Sim,Online,"Blogs, Vídeos, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Conteúdo patrocinado",Hiel Levy,Norte,AM,MANAUS,1302603,,https://blogdohiellevy.com.br/,https://twitter.com/hiellevy,https://www.facebook.com/blogdohiellevy/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,hiellevy@gmail.com,,Um colaborador (operação individual/blog),Diário,1,
BLOG DO JOHNNY,Sim,Sim,Online,Vídeos,,,Sul,PR,PONTA GROSSA,4119905,,http://www.blogdojohnny.com.br/contato/,,https://www.facebook.com/blogdojohnny/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,johnny@blogdojohnny.com.br,,,,1,
BLOG DO MARCELL MOTA,Sim,Sim,Online,"Blogs, Opinião/colunistas, Newsletters, Redes sociais, Noticiário em tempo real","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.)","MARCELL ALLYSON DE SOUZA MOTA  
http://www.receita.fazenda.gov.br/PessoaJuridica/CNPJ/cnpjreva/Cnpjreva_Solicitacao.asp",Norte,AM,MANAUS,1302603,R VINCA  NÚMERO  14   CEP  69.073-180 BAIRRO CRESPO,http://blogdomarcellmota.com/,https://twitter.com/BlogMarcellMota,https://www.facebook.com/blogdomarcellmota/,,,Estudante,marcell_mota@hotmail.com,,,Diário,1,
BLOG DO POLIBIO BRAGA,Sim,Sim,Online,"Blogs, Opinião/colunistas",,Polibio Braga,Sul,RS,PORTÃO,4314803,,https://polibiobraga.blogspot.com/,,https://www.facebook.com/polibio.braga.1/,,,Estudante,,,,Diário,1,
BLOG GESIEL OLIVEIRA,Sim,Sim,Online,"Blogs, Opinião/colunistas, Redes sociais",,Geisiel Oliveira,Norte,AP,MACAPÁ,1600303,,http://drgesiel.blogspot.com/,https://twitter.com/PrGesiel_,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,Um colaborador (operação individual/blog),Quinzenal,1,
BLOG PORTAL SURUBIM,Sim,Sim,Online,Blogs,,João Paulo Arruda de Lima http://portaldesurubim.blogspot.com,Nordeste,PE,SURUBIM,2614501,"Sítio Tamanduá de Cima, 05 -Zona Rural",http://portaldesurubim.blogspot.com,,,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),euconfioemvos2009@otmail.com,,Um colaborador (operação individual/blog),Sem periodicidade definida,1,
BLOG TAÍS PARANHOS,Sim,Sim,Online,Blogs,"Publicidade gráfica (banners, pop-ups etc.)",Taís Paranhos do Nascimento,Nordeste,PE,RECIFE,2611606,RUA ISAAC BURIL,http://www.taisparanhos.blogspot.com,www.twitter.com/tparanhos,www.fb.com/tparanhosjornalista,,,Jornalista - editor / repórter / freelancer etc.,TPARANHOS@HOTMAIL.COM,,Um colaborador (operação individual/blog),Diário,1,
BLOGUE DO BRUNO CIDADAC,Sim,Sim,Online,"Blogs, Opinião/colunistas","Publicidade gráfica (banners, pop-ups etc.)",Bruno de Oliveira Rocha,Sudeste,MG,UNAÍ,3170404,,https://brunocidadao.wordpress.com,https://twitter.com/brunocidadao,https://fb.com/brunocidadao,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),brunocidadao@live.com,,Um colaborador (operação individual/blog),Sem periodicidade definida,1,
BNC AMAZONAS,Sim,Não,Online,"Opinião/colunistas, Newsletters, Redes sociais, Noticiário em tempo real",Doações diretas,NEUTON CORREA DE SOUZA,Norte,AM,MANAUS,1302603,R ALONSO NOGUEIRA DA SILVA  QUADRA21 LOTE 07,https://bncamazonas.com.br/,https://twitter.com/bncamazonas,https://www.facebook.com/bncplay/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,6 a 9 colaboradores,Diário,1,
BOA VISTA,Não,Não,Online,Possui alguma edição impressa,"Publicidade gráfica (banners, pop-ups etc.)",,Sul,PR,CURITIBA,4106902,"Rua Francisco das Chagas Lopes, nº 800",http://boavistaempaginas.com.br/,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,emocelin@yahoo.com.br,,1 a 5 colaboradores,Quinzenal,1,
BOCA DO POVO NEWS,Não,Não,Jornal,Ele não tem outros destaques além do produto principal,"Financiamento institucional (ex. Fundações, empresas, etc)",,Centro-Oeste,MS,CAMPO GRANDE,5002704,"Avenida Hiroshima, 1819 B. Carandá Bosque",https://www.bocadopovonews.com.br/,,https://www.facebook.com/bocadopovo/?fref=ts,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,bocadopv@yahoo.com.br,,,Diário,1,
BRASIL SOBERANO E LIVRE,Sim,Sim,Online,Blogs,,,Sudeste,RJ,RIO DE JANEIRO,3304557,,https://brasilsoberanoelivre.blogspot.com/,,https://www.facebook.com/Brasil-Soberano-e-Livre-164872757030205/,,,Leitor / entusiasta de jornalismo / consumidor de notícia,brasil_maior@yahoo.com.br,,Um colaborador (operação individual/blog),Diário,1,
BUZZER BEATER,Sim,Não tenho certeza,Online,"Blogs, Opinião/colunistas, Podcast, Vídeos, Redes sociais",,*,Sudeste,SP,BAURU,3506003,,https://www.youtube.com/buzzerbeaterbr,twitter.com/buzzer_beaterbr,fb.com/buzzerbeaterbr,,,Jornalista - editor / repórter / freelancer etc.,buzzbeaterbr@gmail.com,,1 a 5 colaboradores,Bisemanal,0,
CADA MINUTO,Não,Não,Online,Noticiário em tempo real,"Publicidade gráfica (banners, pop-ups etc.)",Barros Melo,Nordeste,AL,MACEIÓ,2704302,"Rua Jangadeiro Alagoano, 1112, Pajuçara",https://www.cadaminuto.com.br/,@cadamin,https://www.facebook.com/CadaMin/,https://www.cadaminuto.com.br/,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,cadaminutoalagoas@hotmail.com,,10 a 29 colaboradores,Diário,1,
CAETFEST,Sim,Sim,Online,"Opinião/colunistas, Vídeos, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado, Prestação de serviços, Financiamento institucional (ex. Fundações, empresas, etc)",Fábio Alves,Nordeste,BA,CAETITÉ,2905206,Rua Dom José Pedro Costa,,,,,,,,,6 a 9 colaboradores,Diário,1,
CAMARAPIQUETE,Não,Não,Online,Newsletters,,,Sudeste,SP,PIQUETE,3538501,"Rua do Piquete, nº 140 - Centro - Piquete  São Paulo - CEP: 12620-000",http://www.camarapiquete.sp.gov.br/,https://twitter.com/CamaradePiquete,https://www.facebook.com/CamaradePiquete/,,,,ouvidoria@camarapiquete.sp.gov.br,,,,0,
CAMPO GRANDE HOJE,Sim,Não,Online,"Opinião/colunistas, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.)",,Centro-Oeste,MS,CAMPO GRANDE,5002704,,http://www.campograndehoje.com.br/capa,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,fernandosoares@campograndehoje.com.br,,,Diário,1,
CAMPO GRANDE NOTÍCIAS,Sim,Não,Online,"Opinião/colunistas, Noticiário em tempo real",,,Centro-Oeste,MS,CAMPO GRANDE,5002704,,http://www.campograndenoticias.com.br/,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,contato@campograndenoticias.com.br,,,Diário,1,
CAMPO MAIOR EM FOCO,Não,Não,Online,"Vídeos, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago)",Domingos José Santos http://whois-domain.registrocom.com/campomaioremfoco.com.br,Nordeste,PI,CAMPO MAIOR,2202208,Não há sede física,http://www.campomaioremfoco.com.br/,@campomaioremfoc,https://www.facebook.com/CampoMaiorEmFoco/,,,Estudante,campomaioremfoco@hotmail.com,,1 a 5 colaboradores,Diário,1,
CANAL DA CIDADE,Não,Não,Jornal,"Vídeos, Redes sociais, Possui alguma edição impressa","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos)",Cláudio Roberto Pinto,Sul,PR,LAPA,4113205,"Rua Sebastião Ambrósio Meira, 155",http://canaldacidade.com.br/,,https://www.facebook.com/canaldacidadelapa/,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),contato@canaldacidade.com.br,,1 a 5 colaboradores,"Diário no site e redes sociais, quinzenal no impresso",1,
